"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"merged_models.nlogox"
"find-max-sheep-number-surround"
"02/11/2026 18:47:47:298 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","num-dogs","num-sheep","dog-speed","dog-strategy","[step]","get-success-percentage","get-tick-50pct","get-tick-80pct","get-tick-95pct","get-tick-100pct","current-run-seed","num-dogs","scenario","max-speed","dog-speed","k-neighbors","separation-distance","separation-weight","cohesion-weight","alignment-weight","fear-of-dogs","noise"
"124","0","200","2.5","Surround","10000","27.7816875","3314","-1","-1","-1","1846704875","0","Target","8","2.5","4","3","15","60","1","50","0"
"121","0","200","2.5","Surround","10000","24.4518125","3931","-1","-1","-1","1400323619","0","Target","8","2.5","4","3","15","60","1","50","0"
"126","0","200","3","Surround","10000","5.4281875","-1","-1","-1","-1","1219944979","0","Target","8","3","4","3","15","60","1","50","0"
"123","0","200","2.5","Surround","10000","22.69875","1220","-1","-1","-1","-124975649","0","Target","8","2.5","4","3","15","60","1","50","0"
"128","0","200","3","Surround","10000","12.74475","1371","-1","-1","-1","1769286290","0","Target","8","3","4","3","15","60","1","50","0"
"125","0","200","2.5","Surround","10000","27.7594375","5265","-1","-1","-1","-611285328","0","Target","8","2.5","4","3","15","60","1","50","0"
"127","0","200","3","Surround","10000","29.103124999999995","6036","-1","-1","-1","784476099","0","Target","8","3","4","3","15","60","1","50","0"
"129","0","200","3","Surround","10000","18.633375","3670","-1","-1","-1","1095594716","0","Target","8","3","4","3","15","60","1","50","0"
"130","0","200","3","Surround","10000","2.915625","-1","-1","-1","-1","153007126","0","Target","8","3","4","3","15","60","1","50","0"
"131","0","200","3.5","Surround","10000","14.9014375","6880","-1","-1","-1","-1450208306","0","Target","8","3.5","4","3","15","60","1","50","0"
"134","0","200","3.5","Surround","10000","13.360875","-1","-1","-1","-1","-331454492","0","Target","8","3.5","4","3","15","60","1","50","0"
"132","0","200","3.5","Surround","10000","15.681562500000002","2564","-1","-1","-1","759577336","0","Target","8","3.5","4","3","15","60","1","50","0"
"136","0","200","4","Surround","10000","5.4893125","-1","-1","-1","-1","-1914196466","0","Target","8","4","4","3","15","60","1","50","0"
"133","0","200","3.5","Surround","10000","39.236625","2710","-1","-1","-1","-977806585","0","Target","8","3.5","4","3","15","60","1","50","0"
"135","0","200","3.5","Surround","10000","9.0546875","612","-1","-1","-1","-2032865921","0","Target","8","3.5","4","3","15","60","1","50","0"
"138","0","200","4","Surround","10000","5.6945625","-1","-1","-1","-1","748846926","0","Target","8","4","4","3","15","60","1","50","0"
"139","0","200","4","Surround","10000","6.87725","-1","-1","-1","-1","911805651","0","Target","8","4","4","3","15","60","1","50","0"
"137","0","200","4","Surround","10000","3.8883124999999996","-1","-1","-1","-1","1362869617","0","Target","8","4","4","3","15","60","1","50","0"
"140","0","200","4","Surround","10000","32.44","1279","-1","-1","-1","640746156","0","Target","8","4","4","3","15","60","1","50","0"
"141","0","300","1","Surround","10000","4.223708333333334","-1","-1","-1","-1","-1142823683","0","Target","8","1","4","3","15","60","1","50","0"
"142","0","300","1","Surround","10000","8.896583333333332","-1","-1","-1","-1","1659570404","0","Target","8","1","4","3","15","60","1","50","0"
"143","0","300","1","Surround","10000","20.179083333333335","-1","-1","-1","-1","-760510041","0","Target","8","1","4","3","15","60","1","50","0"
"144","0","300","1","Surround","10000","4.74725","-1","-1","-1","-1","1030003374","0","Target","8","1","4","3","15","60","1","50","0"
"146","0","300","1.5","Surround","10000","13.039041666666668","-1","-1","-1","-1","1182683754","0","Target","8","1.5","4","3","15","60","1","50","0"
"145","0","300","1","Surround","10000","26.371791666666667","3792","-1","-1","-1","1076062108","0","Target","8","1","4","3","15","60","1","50","0"
"148","0","300","1.5","Surround","10000","14.5135","-1","-1","-1","-1","-2003423844","0","Target","8","1.5","4","3","15","60","1","50","0"
"149","0","300","1.5","Surround","10000","15.749041666666667","2464","-1","-1","-1","1327589653","0","Target","8","1.5","4","3","15","60","1","50","0"
"147","0","300","1.5","Surround","10000","37.766708333333334","4191","-1","-1","-1","-1517503745","0","Target","8","1.5","4","3","15","60","1","50","0"
"151","0","300","2","Surround","10000","24.541125","7373","-1","-1","-1","-1308691084","0","Target","8","2","4","3","15","60","1","50","0"
"152","0","300","2","Surround","10000","18.080208333333335","8354","-1","-1","-1","1155241342","0","Target","8","2","4","3","15","60","1","50","0"
"150","0","300","1.5","Surround","10000","17.018666666666665","7295","-1","-1","-1","-207847087","0","Target","8","1.5","4","3","15","60","1","50","0"
"153","0","300","2","Surround","10000","9.396875","-1","-1","-1","-1","460679780","0","Target","8","2","4","3","15","60","1","50","0"
"154","0","300","2","Surround","10000","11.583958333333333","-1","-1","-1","-1","-104655371","0","Target","8","2","4","3","15","60","1","50","0"
"155","0","300","2","Surround","10000","32.23079166666666","2727","-1","-1","-1","500034458","0","Target","8","2","4","3","15","60","1","50","0"
"158","0","300","2.5","Surround","10000","3.4183749999999997","-1","-1","-1","-1","-1897585679","0","Target","8","2.5","4","3","15","60","1","50","0"
"157","0","300","2.5","Surround","10000","21.855666666666664","9977","-1","-1","-1","1154767531","0","Target","8","2.5","4","3","15","60","1","50","0"
"156","0","300","2.5","Surround","10000","21.604625","4965","-1","-1","-1","-730128503","0","Target","8","2.5","4","3","15","60","1","50","0"
"159","0","300","2.5","Surround","10000","23.105","7541","-1","-1","-1","1020052394","0","Target","8","2.5","4","3","15","60","1","50","0"
"161","0","300","3","Surround","10000","17.618083333333335","7408","-1","-1","-1","-998286117","0","Target","8","3","4","3","15","60","1","50","0"
"160","0","300","2.5","Surround","10000","29.578625","9213","-1","-1","-1","564971785","0","Target","8","2.5","4","3","15","60","1","50","0"
"163","0","300","3","Surround","10000","16.453875","6815","-1","-1","-1","979879328","0","Target","8","3","4","3","15","60","1","50","0"
"164","0","300","3","Surround","10000","19.81566666666667","8117","-1","-1","-1","-1105179653","0","Target","8","3","4","3","15","60","1","50","0"
"162","0","300","3","Surround","10000","22.675","-1","-1","-1","-1","-2142895907","0","Target","8","3","4","3","15","60","1","50","0"
"165","0","300","3","Surround","10000","5.301208333333333","-1","-1","-1","-1","-1146916756","0","Target","8","3","4","3","15","60","1","50","0"
"166","0","300","3.5","Surround","10000","40.599875000000004","2306","-1","-1","-1","1236039908","0","Target","8","3.5","4","3","15","60","1","50","0"
"167","0","300","3.5","Surround","10000","19.305416666666666","9566","-1","-1","-1","1206802382","0","Target","8","3.5","4","3","15","60","1","50","0"
"168","0","300","3.5","Surround","10000","32.49883333333333","5873","-1","-1","-1","759871723","0","Target","8","3.5","4","3","15","60","1","50","0"
"171","0","300","4","Surround","10000","18.45858333333333","8838","-1","-1","-1","-1361834562","0","Target","8","4","4","3","15","60","1","50","0"
"169","0","300","3.5","Surround","10000","23.459208333333333","2494","-1","-1","-1","633539790","0","Target","8","3.5","4","3","15","60","1","50","0"
"172","0","300","4","Surround","10000","21.70825","-1","-1","-1","-1","-1247482088","0","Target","8","4","4","3","15","60","1","50","0"
"170","0","300","3.5","Surround","10000","7.419041666666666","-1","-1","-1","-1","-16097807","0","Target","8","3.5","4","3","15","60","1","50","0"
"173","0","300","4","Surround","10000","25.984375","1284","-1","-1","-1","-569621505","0","Target","8","4","4","3","15","60","1","50","0"
"175","0","300","4","Surround","10000","22.216125","-1","-1","-1","-1","-1579406327","0","Target","8","4","4","3","15","60","1","50","0"
