"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"merged_models.nlogox"
"find-best-dog-number-surround"
"02/11/2026 18:46:58:527 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","num-dogs","num-sheep","dog-speed","dog-strategy","[step]","get-success-percentage","get-tick-50pct","get-tick-80pct","get-tick-95pct","get-tick-100pct","current-run-seed","num-dogs","scenario","max-speed","dog-speed","k-neighbors","separation-distance","separation-weight","cohesion-weight","alignment-weight","fear-of-dogs","noise"
"80","0","100","2.5","Surround","10000","7.061250000000001","6232","-1","-1","-1","1862159098","0","Target","8","2.5","4","3","15","60","1","50","0"
"81","0","100","3","Surround","10000","36.022375","5882","5918","7072","7096","1400063235","0","Target","8","3","4","3","15","60","1","50","0"
"83","0","100","3","Surround","10000","11.348","1724","-1","-1","-1","33693142","0","Target","8","3","4","3","15","60","1","50","0"
"82","0","100","3","Surround","10000","9.66675","2090","-1","-1","-1","-1696092345","0","Target","8","3","4","3","15","60","1","50","0"
"84","0","100","3","Surround","10000","3.111375","-1","-1","-1","-1","-1149503272","0","Target","8","3","4","3","15","60","1","50","0"
"86","0","100","3","Surround","10000","3.064125","-1","-1","-1","-1","975355915","0","Target","8","3","4","3","15","60","1","50","0"
"85","0","100","3","Surround","10000","7.499375","6971","-1","-1","-1","678883516","0","Target","8","3","4","3","15","60","1","50","0"
"87","0","100","3","Surround","10000","3.447","6434","-1","-1","-1","-996926449","0","Target","8","3","4","3","15","60","1","50","0"
"88","0","100","3","Surround","10000","1.7535000000000003","-1","-1","-1","-1","-308373744","0","Target","8","3","4","3","15","60","1","50","0"
"90","0","100","3","Surround","10000","2.5655","-1","-1","-1","-1","-908872457","0","Target","8","3","4","3","15","60","1","50","0"
"89","0","100","3","Surround","10000","6.942625","3673","-1","-1","-1","1554232434","0","Target","8","3","4","3","15","60","1","50","0"
"91","0","100","3.5","Surround","10000","17.31075","6880","-1","-1","-1","1422242750","0","Target","8","3.5","4","3","15","60","1","50","0"
"92","0","100","3.5","Surround","10000","13.395750000000001","6302","-1","-1","-1","-376683643","0","Target","8","3.5","4","3","15","60","1","50","0"
"93","0","100","3.5","Surround","10000","3.7800000000000002","2771","-1","-1","-1","1091546054","0","Target","8","3.5","4","3","15","60","1","50","0"
"94","0","100","3.5","Surround","10000","19.657125","3688","-1","-1","-1","2125217461","0","Target","8","3.5","4","3","15","60","1","50","0"
"95","0","100","3.5","Surround","10000","9.906","769","2224","-1","-1","1730069141","0","Target","8","3.5","4","3","15","60","1","50","0"
"96","0","100","3.5","Surround","10000","10.516125","4881","-1","-1","-1","-969813796","0","Target","8","3.5","4","3","15","60","1","50","0"
"97","0","100","3.5","Surround","10000","29.1425","1111","8560","8878","8883","-936187153","0","Target","8","3.5","4","3","15","60","1","50","0"
"98","0","100","3.5","Surround","10000","6.585625","2534","-1","-1","-1","-278570323","0","Target","8","3.5","4","3","15","60","1","50","0"
"99","0","100","3.5","Surround","10000","11.008375","3416","8400","-1","-1","1255883107","0","Target","8","3.5","4","3","15","60","1","50","0"
"100","0","100","3.5","Surround","10000","0.26875","930","-1","-1","-1","-167676346","0","Target","8","3.5","4","3","15","60","1","50","0"
